Line,Product Family,Base Polymer,Base Type,Additional Treatment,Product Group,Color Group,Width Material Attri,Thickness Material A,Uptime,Rate,Yield,Quantity Good,Run Time Hours,Net Quantity Produced,Downtime,Sales Quantity in KG,Net Sales Quantity in KG,Gross Sales,Freight Revenue Subtotal,Total Gross Sales Revenue,Sales Discounts,Term (Cash) Discounts,Claims (Returns),Bonus (Rebates),Net Sales I,Sales Price net per KG,Commissions Expense primary,Commissions Expense secondary,Direct Sales Costs,Net Sales II,Material Costs,Subcontracting,Added Value,Packing Material (pallets only),Packaging Overhead Variable,Energy & Supplies Variable,Contribution Margin I - C,Personnel Direct,Personnel Indirect,Maintenance Fix,Other Fixed Overhead,Corporate Allocated Costs Prod,Contribution Margin II - C,Research & Development,Selling exp. (Condition),"General, & Administrative (Condition)",EBITDA before Allocations,EBITDA (€),Total Depreciation,EBIT,Product,EBITDA (€) Rank,EBITDA (€) / Hr
K18,Dec. Surfaces/others,PVC,153/07,ZZZ,2D Coil Coating Metal Uni,WH,1265,150,0.95,761.06,0.91,922745.2,1325.985555555555,1009155.2,76.77972222222223,67927.0,67047.0,267842.96,0.0,267842.96,0.0,0.0,-3423.51,-6240.46,258178.99,3.8507165122973435,0.0,0.0,-6923.22,251255.77,117684.98,0.0,140494.01,0.0,621.51,7172.24,125777.04,12638.12,17103.22,6122.59,6873.48,2235.72,80803.91,3552.15,9867.3,4216.61,63167.85,63167.85,1531.35,61636.5,PVC-153/07-ZZZ-WH-1265-150,40.0,717.0272185332676
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,766,60,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,152536.6,151855.6,508517.58,0.0,508517.58,0.0,0.0,-3452.89,-63.75,505000.94,3.3255338624324686,-10775.34,0.0,-10980.49,494020.45,315272.04,0.0,189728.9,13230.44,210.1,9708.89,155598.98,26290.13,20915.66,1696.83,4300.18,3124.64,99271.54,7611.56,19898.39,9593.02,62168.57,62168.57,16647.43,45521.14,PETG-G10F22-T38-GC-766-60,41.0,295.16802333466796
K40,Stationery,PVC,250/01,ZZZ,Stationery,GC,1300,190,0.13,629.25,0.83,21700.0,41.38777777777778,26043.1,273.07194444444445,19234.6,19234.6,128239.89,0.0,128239.89,0.0,0.0,0.0,0.0,128239.89,6.667146184480053,0.0,0.0,-1750.83,126489.06,44636.47,0.0,83603.42,1293.29,88.39,1837.25,78633.66,3288.44,5121.11,1625.61,2112.69,618.89,65866.92,745.34,2075.99,1209.66,61835.93,61835.93,947.55,60888.38,PVC-250/01-ZZZ-GC-1300-190,42.0,2022.9304977748434
K17,Tape,PVC,240/15,ZZZ,Tape,TL,1450,30,0.9,1012.58,0.95,8612644.900000002,8911.158055555552,9023230.900000002,989.1644444444447,178688.7,178688.7,507475.91,0.0,507475.91,0.0,-18269.13,0.0,0.0,489206.78,2.7377600262355704,0.0,0.0,-5703.87,483502.91,282908.29,0.0,206298.49,0.0,1286.83,22508.46,176799.33,26695.99,21415.04,15703.8,13166.96,5019.54,94798.0,6611.48,15399.38,11237.73,61549.41,61549.41,8060.2,53489.21,PVC-240/15-ZZZ-TL-1450-30,43.0,348.7836756202267
E27,Shrink Sleeve,PET,G10F12,T45,Shrink Sleeve,GC,655,45,0.62,1414.01,0.99,881368.022,626.9319444444445,886486.022,391.60555555555567,134900.0,134900.0,460554.19,0.0,461031.75,0.0,0.0,0.0,0.0,461031.75,3.417581541882877,0.0,0.0,-6185.19,454846.56,284637.53,0.0,176394.22,10065.78,1337.7,10833.13,147972.42,22747.83,19496.01,2767.31,5635.94,3207.32,94118.01,6731.5,17597.7,8483.86,61304.95,61304.95,15502.78,45802.17,PETG-G10F12-T45-GC-655-45,44.0,642.5931234210526
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,1150,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,96762.3,96762.3,352300.25,0.0,352300.25,0.0,0.0,-1991.49,0.0,350308.76,3.6203021217974354,0.0,0.0,-14772.08,335536.68,201353.79,0.0,148954.97,5453.99,846.31,7780.6,120101.99,16867.93,11283.6,1488.21,3698.25,2292.44,84471.56,4828.43,12622.64,6085.39,60935.1,60935.1,11162.13,49772.97,PETG-G10F22-T52-GC-1150-50,45.0,811.5712501046379
K18,Construction,PVC,202/14,ZZZ,Construction,OP,995,450,0.97,1784.99,0.94,565754.3120000002,337.03555555555545,601604.6120000002,11.685,63769.0,63769.0,157528.03,0.0,157528.03,-1932.68,0.0,0.0,0.0,155595.35,2.4399841615832143,0.0,0.0,-4562.78,151032.57,48234.02,0.0,107361.33,1167.98,552.32,3049.77,98028.48,10303.69,7861.35,3265.99,3617.04,983.15,71997.26,2359.45,5495.61,4010.44,60131.76,60131.76,1215.75,58916.01,PVC-202/14-ZZZ-OP-995-450,46.0,1683.1781944581223
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,WH,1440,100,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,209470.0,209470.0,577239.34,0.0,577239.34,0.0,-20607.42,0.0,-34634.34,521997.58,2.491992075237504,0.0,0.0,-12126.51,509871.07,287560.98,0.0,234436.6,0.0,2214.37,16252.21,203843.51,28546.51,24156.48,13624.76,15163.65,7230.83,115121.28,11097.71,30827.71,13173.55,60022.31,60022.31,8454.93,51567.38,PVC-225/05-ZZZ-WH-1440-100,47.0,297.142957210579
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,BK,300,170,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,23693.0,23693.0,124599.04,0.0,124599.04,-239.79,0.0,0.0,0.0,124359.25,5.2487760097919205,0.0,0.0,0.0,124359.25,38190.86,0.0,86168.39,1158.22,90.32,2197.44,82722.41,5511.86,6014.34,1682.09,2673.3,569.67,66271.15,876.64,4136.33,1490.06,59768.12,59768.12,1327.4,58440.72,PVC-230/18-ZZZ-BK-300-170,48.0,2294.638711670114
K18,Cooling Tower,PVC,459/01,ZZZ,Cooling Tower,BK,1270,350,0.98,1821.12,0.97,1479260.2959999999,838.81,1527577.296,19.688888888888886,349050.5,349050.5,445388.43,0.0,445388.43,-200.0,0.0,0.0,0.0,445188.43,1.275426994088248,0.0,0.0,0.0,445188.43,154094.75,0.0,291093.68,4158.14,905.91,16611.94,269417.69,58672.17,46705.88,18673.46,20283.35,5448.97,119633.86,8139.85,30081.18,21951.77,59461.06,59461.06,7311.58,52149.48,PVC-459/01-ZZZ-BK-1270-350,49.0,310.22939542329834
E26,Shrink Sleeve,PET,G25F21,T42,Shrink Sleeve,MC,718,50,0.72,531.62,0.86,612708.3749999999,1343.6008333333336,714283.788,520.1650000000001,99243.7,99243.7,430709.0,0.0,447580.45,0.0,0.0,0.0,0.0,447580.45,4.5099129718057664,0.0,0.0,0.0,447580.45,278223.16,0.0,169357.29,5547.7,119.7,20449.35,143240.54,31083.8,26971.72,6739.02,12533.06,6506.46,59406.48,0.0,0.0,0.0,59406.48,59406.48,23106.93,36299.55,PETG-G25F21-T42-MC-718-50,50.0,318.2234529506659
K17,Tape,PVC,240/15,ZZZ,Tape,TL,1430,33,0.9,1012.58,0.95,8612644.900000002,8911.158055555552,9023230.900000002,989.1644444444447,217146.0,217146.0,592001.34,0.0,592001.34,0.0,0.0,0.0,0.0,592001.34,2.726282501174325,-20720.06,0.0,-32209.44,559791.9,341686.87,0.0,250314.47,0.0,1988.21,25701.3,190415.52,29640.05,24249.96,17472.32,14721.93,5586.51,98744.75,8034.41,18713.64,13656.31,58340.39,58340.39,8991.3,49349.09,PVC-240/15-ZZZ-TL-1430-33,51.0,272.04881557201145
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,465,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,164097.8,163541.29,570906.16,0.0,570906.16,-3286.09,0.0,-2013.59,-16968.2,548638.28,3.3547386106591186,0.0,0.0,-16843.42,531794.86,341400.62,0.0,207237.66,15920.42,620.38,11103.89,162749.55,30044.97,24817.67,2025.35,4937.64,3549.58,97374.34,8163.26,21340.58,10288.3,57582.2,57582.2,19220.97,38361.23,PETG-G10F22-T52-GC-465-50,52.0,453.75993076733096
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,615,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,151312.9,151312.9,526071.82,0.0,526118.9,-3513.91,0.0,0.0,-15629.79,506975.2,3.3505087801502715,0.0,0.0,-15006.7,491968.5,316168.69,0.0,190806.51,12033.57,552.67,10349.46,152864.11,27433.15,21924.62,1824.2,4355.81,3319.2,94007.13,7550.52,19738.76,9516.07,57201.78,57201.78,17794.11,39407.67,PETG-G10F22-T52-GC-615-50,53.0,487.19059615670574
E26,Shrink Sleeve,PET,G25F21,T42,Shrink Sleeve,MC,1219,50,0.72,531.62,0.86,612708.3749999999,1343.6008333333336,714283.788,520.1650000000001,92765.5,92765.5,402605.04,0.0,413839.0,0.0,0.0,0.0,0.0,413839.0,4.461130484932436,0.0,0.0,0.0,413839.0,264758.3,0.0,149080.7,5577.68,82.9,17949.74,125470.38,24152.47,22583.59,5837.04,10246.02,6002.51,56648.75,0.0,0.0,0.0,56648.75,56648.75,20018.2,36630.55,PETG-G25F21-T42-MC-1219-50,54.0,324.6423344346767
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,WH,650,150,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,15588.2,15588.2,101635.06,0.0,101635.06,0.0,0.0,0.0,0.0,101635.06,6.519999743395648,0.0,0.0,-1252.57,100382.49,27917.5,0.0,73717.56,425.45,76.65,1430.87,70532.02,3151.38,4177.25,1255.24,1751.14,444.52,59752.49,576.77,2721.39,980.34,55473.99,55473.99,883.44,54590.55,PVC-230/18-ZZZ-WH-650-150,55.0,3237.115608197226
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,761,40,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,104902.1,104902.1,362194.6,0.0,369702.97,0.0,0.0,0.0,0.0,369702.97,3.5242666257396182,0.0,0.0,-8509.64,361193.33,219207.21,0.0,150495.76,9279.89,228.11,7225.19,125252.93,19817.16,18304.15,1344.15,3460.42,2264.72,80062.33,5234.61,13684.48,6597.29,54545.95,54545.95,12525.25,42020.7,PETG-G10F22-T38-GC-761-40,56.0,374.893205097896
K18,Dec. Surfaces/others,PVC,153/05,ZZZ,2D Coil Coating Metal Uni,WH,1270,120,1.0,687.1,0.8,94528.0,171.98444444444436,118171.0,0.0,56315.0,53344.0,224892.87,0.0,224892.87,0.0,0.0,-11935.52,0.0,212957.35,3.9921518821235753,0.0,0.0,-10856.8,202100.55,88955.73,0.0,124001.62,0.0,634.54,6472.8,106037.48,12059.17,13958.8,5466.75,5958.42,2000.36,66593.98,2826.18,7850.64,3354.79,52562.37,52562.37,1294.94,51267.43,PVC-153/05-ZZZ-WH-1270-120,57.0,677.0321765709359
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,1440,120,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,338242.6,338199.495,888423.9,0.0,888423.9,0.0,-31712.61,-114.76,-53298.52,803298.01,2.3752194248545524,0.0,0.0,-18142.99,785155.02,485278.66,0.0,318019.35,0.0,3187.96,23626.13,273062.27,43096.56,35614.49,19908.63,22612.0,10602.54,141228.05,17920.1,49779.23,21272.11,52256.61,52256.61,12519.63,39736.98,PVC-225/05-ZZZ-OP-1440-120,58.0,160.2296360729338
K10,Construction,PVC,203/01,ZZZ,Construction,GY,1200,300,1.0,856.6,0.98,126123.17000000001,150.82722222222225,129198.37000000001,0.0,104900.6,104888.25,280476.6,0.0,280476.6,-2754.53,-5553.78,-32.27,-5553.81,266582.21,2.5415831611262463,0.0,0.0,-20760.26,245821.95,95857.18,0.0,170725.03,1388.06,348.26,7551.92,140676.53,30616.63,21150.0,7179.74,9565.42,2291.45,69873.29,3901.36,9063.04,6597.23,50311.66,50311.66,5224.21,45087.45,PVC-203/01-ZZZ-GY-1200-300,59.0,410.88461248995964
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,1660,145,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,84045.5,84045.5,208273.56,0.0,208273.56,0.0,0.0,0.0,0.0,208273.56,2.478104836070938,0.0,0.0,-269.99,208003.57,108087.37,0.0,100186.19,0.0,616.29,4316.02,94983.89,6911.38,6739.41,3618.86,3937.17,1826.37,71950.7,4452.72,12368.98,5285.63,49843.37,49843.37,2187.51,47655.86,PVC-225/05-ZZZ-OP-1660-145,60.0,614.9892172251936
K18,Cooling Tower,PVC,459/01,ZZZ,Cooling Tower,BK,800,220,0.98,1821.12,0.97,1479260.2959999999,838.81,1527577.296,19.688888888888886,83311.0,83311.0,146284.13,0.0,146284.13,0.0,0.0,0.0,0.0,146284.13,1.7558801358764151,0.0,0.0,-11094.09,135190.04,36826.54,0.0,109457.59,1549.25,185.23,3162.51,93466.51,12681.79,9178.29,3741.23,4073.1,1027.13,62764.97,1942.8,7179.71,5239.42,48403.04,48403.04,1604.58,46798.46,PVC-459/01-ZZZ-BK-800-220,61.0,1058.0564895968118
K18,Dec. Surfaces/others,PVC,153/07,ZZZ,2D Coil Coating Metal Uni,WH,1245,150,0.95,761.06,0.91,922745.2,1325.985555555555,1009155.2,76.77972222222223,44377.0,43572.0,179510.07,0.0,179510.07,0.0,0.0,-3253.7,-4406.43,171849.94,3.9440452584228414,0.0,0.0,-5018.92,166831.02,70292.88,0.0,101557.06,0.0,450.72,5191.4,90896.02,9182.62,11667.64,4379.54,4791.44,1630.26,59244.52,2308.45,6412.51,2740.23,47783.33,47783.33,1021.51,46761.82,PVC-153/07-ZZZ-WH-1245-150,62.0,834.6181292986322
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,1590,145,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,80664.7,80664.7,200347.95,0.0,200347.95,0.0,0.0,0.0,0.0,200347.95,2.483712826056503,0.0,0.0,-261.75,200086.2,103734.32,0.0,96613.63,0.0,617.04,4325.77,91409.07,6926.67,6754.57,3628.49,3944.63,1830.15,68324.56,4273.62,11871.43,5073.0,47106.51,47106.51,2192.09,44914.42,PVC-225/05-ZZZ-OP-1590-145,63.0,605.5806295058434
K18,Construction,PVC,202/14,ZZZ,Construction,OP,733,500,0.97,1784.99,0.94,565754.3120000002,337.03555555555545,601604.6120000002,11.685,42953.5,42953.5,121075.74,0.0,121075.74,0.0,-2421.5,0.0,-2663.65,115990.59,2.70037575517711,0.0,0.0,-9373.97,106616.62,32522.05,0.0,83468.54,726.52,124.11,1940.49,71303.45,6314.89,5821.26,2121.52,2399.01,636.99,54009.78,1589.28,3701.74,2701.32,46017.44,46017.44,828.0,45189.44,PVC-202/14-ZZZ-OP-733-500,64.0,1912.3161145331583
K17,Tape,PVC,240/13,ZZZ,Tape,TL,1050,45,0.96,748.66,0.88,311604.80000000005,472.2697222222222,353570.8,18.73611111111111,15020.1,15020.1,148125.58,0.0,148125.58,0.0,0.0,0.0,0.0,148125.58,9.86182382274419,-3971.33,0.0,-8789.58,139336.0,41572.71,0.0,106552.87,1105.58,237.35,11084.37,85335.99,11253.3,13826.13,6576.2,4840.06,970.0,47870.3,555.74,1294.44,944.63,45075.49,45075.49,8775.8,36299.69,PVC-240/13-ZZZ-TL-1050-45,65.0,2246.737128474511
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,OP,630,260,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,53344.0,52717.0,274457.11,0.0,274457.11,0.0,0.0,-3247.86,-10848.37,260360.88,4.938840981087695,-4482.07,0.0,-19741.13,240619.75,135218.38,0.0,125142.5,2153.95,212.21,5289.27,97745.94,11703.7,14318.89,4274.6,6247.96,1525.36,59675.43,1973.73,9312.8,3354.8,45034.1,45034.1,2931.24,42102.86,PVC-230/18-ZZZ-OP-630-260,66.0,777.0618279302691
E27,Shrink Sleeve,PET,G10T22,T38,Shrink Sleeve,GC,651,40,0.95,1222.63,0.99,856246.4529999999,707.5586111111112,865083.4529999999,36.16722222222222,97311.1,97311.1,296696.05,0.0,313238.93,0.0,0.0,0.0,0.0,313238.93,3.2189434709914906,0.0,0.0,0.0,313238.93,216124.03,0.0,97114.9,10699.41,118.31,6311.95,79985.23,15189.31,14637.5,873.35,2503.78,1976.4,44804.89,0.0,0.0,0.0,44804.89,44804.89,10585.18,34219.71,PETG-G10T22-T38-GC-651-40,67.0,562.9347799038342
K18,Cards Overlay,PVC,278/30,SB5,Cards Coated Overlay,TP,520,102,0.94,847.38,0.9,21488.0,28.331944444444446,24008.0,1.7616666666666667,16124.5,16124.5,119455.39,0.0,119455.39,0.0,0.0,0.0,0.0,119455.39,7.408315916772612,0.0,0.0,-2506.19,116949.2,48094.48,0.0,71360.91,676.83,63.2,2507.83,65606.86,5332.92,6839.03,1753.13,2291.08,365.63,49025.07,596.62,2815.03,1014.07,44599.35,44599.35,1603.47,42995.88,PVC-278/30-SB5-TP-520-102,68.0,2343.7996342832334
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),WH,435,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,44200.8,44200.8,163265.97,0.0,163265.97,0.0,0.0,0.0,-3265.32,160000.65,3.6198586903404464,0.0,0.0,-6933.61,153067.04,66869.05,0.0,93131.6,1455.27,46.22,4398.72,80297.78,8483.17,8618.84,3134.04,4510.68,1226.56,54324.49,2205.62,5766.0,2779.8,43573.07,43573.07,2810.77,40762.3,PVC-146/19-T05-WH-435-75,69.0,1114.247729023004
E26,Shrink Sleeve,PET,G10F33,T43,Shrink Sleeve,GC,915,45,0.49,697.53,0.9,786475.7729999999,1245.9422222222229,869079.8230000001,1303.9808333333335,54518.8,54518.8,198993.63,0.0,204465.78,0.0,-4866.28,0.0,0.0,199599.5,3.6611132306653844,0.0,0.0,-2872.59,196726.91,101066.29,0.0,98533.21,3877.84,62.72,6905.92,84814.14,10412.34,9983.21,2264.26,4550.04,1814.99,55789.3,2720.48,7111.99,3428.69,42528.14,42528.14,7015.38,35512.76,PETG-G10F33-T43-GC-915-45,70.0,544.1178729942698
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,605,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,62051.6,62051.6,232606.12,0.0,232606.12,0.0,0.0,0.0,0.0,232606.12,3.7485918171328376,0.0,0.0,-10419.6,222186.52,126506.09,0.0,106100.03,7775.63,131.32,4338.48,83435.0,11898.89,10969.76,808.72,2058.25,1356.58,56342.8,3096.31,8094.5,3902.36,41249.63,41249.63,7511.12,33738.51,PETG-G10F22-T52-GC-605-50,71.0,856.7071302947868
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,300,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,36847.7,36743.0,162107.39,0.0,163744.73,0.0,0.0,-438.69,-22.08,163283.96,4.443947418555916,-3087.44,0.0,-8021.77,155262.19,76344.08,0.0,86939.88,3911.64,193.0,3494.27,71319.2,10617.18,6804.55,759.72,2071.86,947.88,50118.01,1838.7,4806.82,2317.33,41155.16,41155.16,5802.2,35352.96,PETG-G10F22-T52-GC-300-45,72.0,1443.494023307841
K18,Dec. Surfaces/others,PVC,153/07,ZZZ,2D Coil Coating Metal Uni,OP,1265,150,0.95,761.06,0.91,922745.2,1325.985555555555,1009155.2,76.77972222222223,38112.0,38112.0,153760.15,0.0,153760.15,0.0,0.0,0.0,-3844.01,149916.14,3.9335679051217465,0.0,0.0,-3784.32,146131.82,63441.46,0.0,86474.68,0.0,404.03,4490.93,77795.4,8580.68,9391.77,3822.56,4125.43,1399.87,50475.09,2019.17,5608.95,2396.85,40450.12,40450.12,877.85,39572.27,PVC-153/07-ZZZ-OP-1265-150,73.0,807.7500085852224
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,880,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,84556.7,84556.7,295750.75,0.0,295750.75,0.0,0.0,0.0,-10146.8,285603.95,3.3776619711980245,0.0,0.0,-12059.72,273544.23,173390.18,0.0,112213.77,2526.1,68.94,6077.27,91481.74,14330.86,11706.86,1147.39,2778.08,1832.99,59685.56,4219.37,11030.42,5317.76,39118.01,39118.01,9353.65,29764.36,PETG-G10F22-T52-GC-880-45,74.0,596.2028343986935
K18,Construction,PVC,202/14,ZZZ,Construction,OP,700,450,0.97,1784.99,0.94,565754.3120000002,337.03555555555545,601604.6120000002,11.685,40708.0,40392.0,100574.24,0.0,100574.24,-1327.39,0.0,-742.6,0.0,98504.25,2.4387069221628046,0.0,0.0,-2427.14,96077.11,30457.25,0.0,68047.0,730.26,412.27,1856.32,62621.01,6515.75,4808.83,2009.66,2237.79,596.39,46452.59,1494.5,3480.98,2540.27,38936.84,38936.84,768.08,38168.76,PVC-202/14-ZZZ-OP-700-450,75.0,1720.6840471281441
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,590,40,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,58490.5,58384.5,216763.03,0.0,217733.48,0.0,0.0,-1170.44,-3948.86,212614.18,3.641620293057233,0.0,0.0,-5950.66,206663.52,121124.91,0.0,91489.27,4652.52,332.84,4117.42,76435.83,10970.63,9431.74,765.46,1755.88,1299.95,52212.17,2954.75,7724.41,3723.93,37809.08,37809.08,7176.21,30632.87,PETG-G10F22-T52-GC-590-40,76.0,834.5720826452226
K18,Construction,PVC,202/14,ZZZ,Construction,OP,500,500,0.97,1784.99,0.94,565754.3120000002,337.03555555555545,601604.6120000002,11.685,34898.5,34898.5,98350.54,0.0,98350.54,0.0,-2034.72,0.0,-2241.33,94074.49,2.695659985386192,0.0,0.0,-6170.3,87904.19,26354.18,0.0,67720.31,462.43,102.41,1831.95,59153.22,5470.65,5208.08,1934.06,2157.05,602.66,43780.72,1291.24,3007.55,2194.76,37287.17,37287.17,700.24,36586.93,PVC-202/14-ZZZ-OP-500-500,77.0,1907.165797335129
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,2015,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,29339.7,29339.7,123898.32,0.0,123898.32,0.0,0.0,0.0,0.0,123898.32,4.2228898045992285,0.0,0.0,-3631.89,120266.43,60517.63,0.0,63380.69,6.03,178.65,2615.85,56948.27,5884.65,4744.25,338.45,842.81,758.46,44379.65,1464.04,3827.36,1845.18,37243.07,37243.07,3978.25,33264.82,PETG-G10F22-T52-GC-2015-45,78.0,1635.893824129081
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,WH,1740,120,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,139600.0,139600.0,304307.91,0.0,304307.91,0.0,0.0,0.0,0.0,304307.91,2.1798560888252148,0.0,0.0,-8807.38,295500.53,166108.82,0.0,138199.09,0.0,728.73,7436.29,121226.69,17154.42,12239.44,7119.87,7670.61,3284.72,73757.63,7396.01,20544.93,8779.45,37037.24,37037.24,4478.08,32559.16,PVC-225/05-ZZZ-WH-1740-120,79.0,275.12354948137533
E27,Shrink Sleeve,PET,G10F12,T45,Shrink Sleeve,WH,830,40,0.62,1414.01,0.99,881368.022,626.9319444444445,886486.022,391.60555555555567,29890.7,29890.7,154544.96,0.0,154544.96,0.0,0.0,0.0,0.0,154544.96,5.170335923882679,0.0,0.0,-3537.48,151007.48,85111.66,0.0,69433.3,869.27,173.41,3706.31,61146.83,7001.69,5048.12,1295.63,2591.12,958.6,44251.67,1491.53,3899.24,1879.82,36981.08,36981.08,3965.51,33015.57,PETG-G10F12-T45-WH-830-40,80.0,1749.4276457493468
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,515,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,31404.0,31404.0,125184.51,0.0,128010.88,0.0,-226.68,0.0,0.0,127784.2,4.069042160234366,0.0,0.0,-2999.49,124784.71,63765.6,0.0,64018.6,609.99,26.65,2541.8,57840.67,6383.22,5508.88,385.74,968.48,795.45,43798.9,1567.06,4096.64,1975.0,36160.2,36160.2,4254.51,31905.69,PETG-G10F22-T52-GC-515-50,81.0,1483.922307604127
K17,Tape,PVC,240/13,ZZZ,Tape,TL,1092,45,0.96,748.66,0.88,311604.80000000005,472.2697222222222,353570.8,18.73611111111111,11029.664,11029.664,102488.35,0.0,102488.35,0.0,0.0,0.0,0.0,102488.35,9.292064563344812,0.0,0.0,-5099.6,97388.75,29197.76,0.0,73290.59,584.08,190.48,6748.09,60668.34,7397.66,7788.17,4024.83,2998.27,683.66,37775.75,408.1,950.56,693.63,35723.46,35723.46,5141.23,30582.23,PVC-240/13-ZZZ-TL-1092-45,82.0,2424.799664214612
K17,Tape,PVC,240/15,ZZZ,Tape,TL,1830,32,0.9,1012.58,0.95,8612644.900000002,8911.158055555552,9023230.900000002,989.1644444444447,1141816.1,1140098.1,3072349.77,0.0,3072349.77,0.0,0.0,-4654.22,-528187.25,2539508.3,2.2274471819574124,0.0,0.0,-36361.4,2503146.9,1809356.0,0.0,730152.3,0.0,4970.25,96889.78,591930.87,114513.74,85439.34,66333.09,55372.72,22425.88,247846.1,42183.65,98253.72,71700.76,35707.97,35707.97,33251.05,2456.92,PVC-240/15-ZZZ-TL-1830-32,83.0,31.714092201890345
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,265,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,26198.0,26198.0,120772.79,0.0,120772.79,0.0,0.0,0.0,0.0,120772.79,4.610000381708527,-592.58,0.0,-2763.44,118009.35,57117.85,0.0,63654.94,992.92,40.17,2515.66,57342.75,7923.59,5032.62,534.66,1678.57,603.2,41570.11,1307.28,3417.52,1647.59,35197.72,35197.72,4044.39,31153.33,PETG-G10F22-T52-GC-265-50,84.0,1731.4569689594625
K17,Tape,PVC,240/15,ZZZ,Tape,TL,1680,32,0.9,1012.58,0.95,8612644.900000002,8911.158055555552,9023230.900000002,989.1644444444447,214765.2,214765.2,519753.34,0.0,519753.34,0.0,-1461.27,0.0,0.0,518292.07,2.4132963347879453,0.0,0.0,-10792.99,507499.08,339893.45,0.0,178398.62,0.0,1131.53,20088.11,146385.99,23658.09,17864.64,13747.16,11472.26,4612.13,75031.71,7946.3,18508.47,13506.58,35070.36,35070.36,6896.58,28173.78,PVC-240/15-ZZZ-TL-1680-32,85.0,165.35055553134308
K18,Construction,PVC,202/14,ZZZ,Construction,OP,800,500,0.97,1784.99,0.94,565754.3120000002,337.03555555555545,601604.6120000002,11.685,35573.8,35573.8,97983.34,0.0,97983.34,0.0,-3498.01,0.0,-3919.32,90566.01,2.5458626854595234,0.0,0.0,-1211.35,89354.66,26957.15,0.0,63608.86,850.92,123.04,2151.02,59272.53,6155.47,6145.39,2235.92,2510.22,709.09,41516.44,1316.23,3065.76,2237.24,34897.21,34897.21,793.27,34103.94,PVC-202/14-ZZZ-OP-800-500,86.0,1751.0406781929396
