Line,Product Family,Base Polymer,Base Type,Additional Treatment,Product Group,Color Group,Width Material Attri,Thickness Material A,Uptime,Rate,Yield,Quantity Good,Run Time Hours,Net Quantity Produced,Downtime,Sales Quantity in KG,Net Sales Quantity in KG,Gross Sales,Freight Revenue Subtotal,Total Gross Sales Revenue,Sales Discounts,Term (Cash) Discounts,Claims (Returns),Bonus (Rebates),Net Sales I,Sales Price net per KG,Commissions Expense primary,Commissions Expense secondary,Direct Sales Costs,Net Sales II,Material Costs,Subcontracting,Added Value,Packing Material (pallets only),Packaging Overhead Variable,Energy & Supplies Variable,Contribution Margin I - C,Personnel Direct,Personnel Indirect,Maintenance Fix,Other Fixed Overhead,Corporate Allocated Costs Prod,Contribution Margin II - C,Research & Development,Selling exp. (Condition),"General, & Administrative (Condition)",EBITDA before Allocations,EBITDA (€),Total Depreciation,EBIT,Product,EBITDA (€) Rank,EBITDA (€) / Hr
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,290,40,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,119.6,119.6,461.91,0.0,461.91,0.0,0.0,0.0,0.0,461.91,3.862123745819398,0.0,0.0,-17.69,444.22,265.82,0.0,196.09,6.91,0.32,22.19,148.98,65.06,47.54,6.27,21.37,2.95,5.79,5.97,15.6,7.52,-23.3,-23.3,33.35,-56.65,PETG-G10F22-T52-GC-290-40,1300.0,-251.0672408026756
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),WH,122,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,456.4,456.4,1509.17,0.0,1509.17,0.0,0.0,0.0,0.0,1509.17,3.3066827344434717,0.0,0.0,-141.15,1368.02,706.28,0.0,802.89,7.82,0.6,79.39,573.93,181.6,154.74,49.54,85.82,16.67,85.56,22.78,59.54,28.7,-25.46,-25.46,62.91,-88.37,PVC-146/19-T05-WH-122-75,1301.0,-63.053106923751095
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,TR,374,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,2857.0,2857.0,9856.65,0.0,9856.65,0.0,0.0,0.0,-342.83,9513.82,3.3300035001750086,0.0,0.0,-633.81,8880.01,5860.09,0.0,3653.73,102.24,3.62,329.63,2584.43,785.35,866.7,47.98,120.17,96.93,667.3,142.56,372.7,179.66,-27.62,-27.62,546.67,-574.29,PETG-G10F22-T52-TR-374-50,1302.0,-12.458872523626182
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,TR,853,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,192.3,192.3,663.44,0.0,663.44,0.0,0.0,0.0,-23.08,640.36,3.3300052002080083,0.0,0.0,-17.35,623.01,402.22,0.0,238.14,36.68,0.47,22.98,160.66,57.49,64.34,3.74,9.45,6.76,18.88,9.6,25.09,12.09,-27.9,-27.9,38.78,-66.68,PETG-G10F22-T52-TR-853-45,1303.0,-186.97787831513256
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,TR,731,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,1490.6,1490.6,5142.58,0.0,5142.58,0.0,0.0,0.0,-178.87,4963.71,3.330008050449484,0.0,0.0,-155.49,4808.22,3111.91,0.0,1851.8,256.5,1.94,167.77,1270.1,423.55,371.86,25.86,64.74,52.29,331.8,74.38,194.45,93.74,-30.77,-30.77,281.38,-312.15,PETG-G10F22-T52-TR-731-50,1304.0,-26.603065745337446
K10,Cards Core,PVC,230V19,ZZZ,Cards Core,WH,695,200,1.0,909.19,0.87,3580.0,4.5425,4130.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.82,-5.82,0.27,0.0,-0.27,0.01,0.49,0.0,-6.59,5.92,8.85,0.87,2.34,0.0,-24.57,0.93,4.36,1.57,-31.43,-31.43,1.45,-32.88,PVC-230V19-ZZZ-WH-695-200,1305.0,-1143.0336680000003
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,WH,230,110,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,862.5,862.5,2070.0,0.0,2070.0,0.0,0.0,0.0,0.0,2070.0,2.4,0.0,0.0,-64.03,2005.97,1035.31,0.0,1034.69,32.58,1.2,89.47,847.41,238.64,191.14,84.84,107.11,34.43,191.25,45.7,126.93,54.24,-35.62,-35.62,71.97,-107.59,PVC-225/05-ZZZ-WH-230-110,1306.0,-42.82618411594203
K06,Shrink Sleeve,PVC,146/01,T05,Capsule (TDO),GC,300,75,0.64,1199.32,0.94,477546.3950000001,421.8319444444444,505911.39400000003,232.8038888888889,4697.0,4697.0,15218.77,0.0,15218.77,0.0,0.0,0.0,0.0,15218.77,3.2401043219076007,0.0,0.0,-2382.53,12836.24,6283.85,0.0,8934.92,78.87,16.29,760.21,5697.02,1438.48,1890.49,374.74,785.44,101.45,1106.42,234.39,612.72,295.4,-36.09,-36.09,599.79,-635.88,PVC-146/01-T05-GC-300-75,1307.0,-9.215128550138386
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),OP,118,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,228.2,228.2,789.57,0.0,789.57,0.0,0.0,0.0,0.0,789.57,3.459991235758107,0.0,0.0,-39.83,749.74,429.69,0.0,359.88,3.41,0.29,39.99,276.36,105.2,79.32,23.18,43.62,6.99,18.05,11.39,29.77,14.35,-37.46,-37.46,32.47,-69.93,PVC-146/19-T05-OP-118-75,1308.0,-185.54354951796668
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,TR,589,47,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,1440.0,1440.0,4896.0,0.0,4896.0,0.0,0.0,0.0,-172.8,4723.2,3.28,0.0,0.0,0.0,4723.2,3011.9,0.0,1711.3,296.78,2.48,162.92,1249.12,416.38,378.03,26.05,65.39,50.52,312.75,71.86,187.85,90.56,-37.52,-37.52,274.72,-312.24,PETG-G10F22-T52-TR-589-47,1309.0,-33.57883666666667
K17,Tape,PVC,240/15,ZZZ,Tape,TL,1220,35,0.9,1012.58,0.95,8612644.900000002,8911.158055555552,9023230.900000002,989.1644444444447,2319.8,2319.8,5637.11,0.0,5637.11,0.0,0.0,0.0,0.0,5637.11,2.4299982757134235,0.0,0.0,-369.33,5267.78,3737.67,0.0,1899.44,118.05,1.96,198.14,1211.96,267.56,227.66,150.57,130.97,47.4,387.8,85.83,199.92,145.89,-43.84,-43.84,80.18,-124.02,PVC-240/15-ZZZ-TL-1220-35,1310.0,-19.135919993102853
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,WH,198,150,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,1445.5,1445.5,3499.65,0.0,3499.65,0.0,-70.0,0.0,0.0,3429.65,2.372639225181598,0.0,0.0,-156.11,3273.54,1741.28,0.0,1688.37,26.75,0.76,144.87,1359.88,378.71,288.35,136.44,167.65,56.44,332.29,76.58,212.74,90.9,-47.93,-47.93,112.14,-160.07,PVC-225/05-ZZZ-WH-198-150,1311.0,-34.384594050501555
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,200,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,475.5,475.5,1806.9,0.0,1806.9,0.0,0.0,0.0,0.0,1806.9,3.8,-65.05,0.0,-269.49,1537.41,1076.19,0.0,730.71,23.59,1.11,48.6,387.92,158.93,107.24,10.92,34.77,11.14,64.92,23.73,62.03,29.9,-50.74,-50.74,78.51,-129.25,PETG-G10F22-T52-GC-200-45,1312.0,-137.51980567823344
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,TR,276,100,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,686.5,686.5,2505.73,0.0,2505.73,0.0,0.0,0.0,-82.38,2423.35,3.5300072833211944,0.0,0.0,-152.27,2271.08,1549.54,0.0,873.81,23.12,1.05,105.59,591.78,185.83,157.14,34.56,74.52,28.35,111.38,34.26,89.56,43.18,-55.62,-55.62,117.87,-173.49,PETG-G10F22-T52-TR-276-100,1313.0,-104.41328302986162
K06,Shrink Sleeve,PVC,146/01,T05,Capsule (TDO),GC,330,75,0.64,1199.32,0.94,477546.3950000001,421.8319444444444,505911.39400000003,232.8038888888889,1022.5,1022.5,2873.23,0.0,2873.23,0.0,0.0,0.0,0.0,2873.23,2.8100048899755503,0.0,0.0,-232.79,2640.44,1358.63,0.0,1514.6,40.94,4.28,150.14,1086.45,245.83,394.44,77.35,154.51,22.09,192.23,51.02,133.39,64.31,-56.49,-56.49,112.16,-168.65,PVC-146/01-T05-GC-330-75,1314.0,-66.25876459657702
K10,Cards Core,PVC,146/19,ZZZ,Cards Core,BK,621,380,1.0,729.02,0.83,38920.0,64.6213888888889,47110.186,0.0,4625.0,4625.0,14193.75,0.0,14193.75,0.0,0.0,0.0,0.0,14193.75,3.0689189189189188,0.0,0.0,-645.54,13548.21,8836.25,0.0,5357.5,115.08,18.39,419.23,4159.26,952.34,1105.58,322.64,455.56,111.75,1211.39,171.13,807.43,290.87,-58.04,-58.04,152.95,-210.99,PVC-146/19-ZZZ-BK-621-380,1315.0,-9.148609902702702
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,908,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,1273.9,1273.9,4777.13,0.0,4777.13,0.0,0.0,0.0,0.0,4777.13,3.7500039249548633,-143.31,0.0,-480.42,4296.71,2383.1,0.0,2394.03,110.91,5.74,244.5,1552.46,285.82,619.4,125.39,231.53,39.31,251.01,63.57,166.18,80.12,-58.86,-58.86,155.14,-214.0,PVC-148/07-T35-GC-908-50,1316.0,-48.50971457728237
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),OP,105,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,445.6,445.6,1826.96,0.0,1826.96,0.0,0.0,0.0,0.0,1826.96,4.1,0.0,0.0,-128.36,1698.6,1117.9,0.0,709.06,7.91,0.66,72.36,499.77,172.06,143.47,43.71,76.98,14.17,49.38,22.24,58.13,28.02,-59.01,-59.01,54.14,-113.15,PVC-146/19-T05-OP-105-75,1317.0,-149.68357944344703
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,195,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,8887.4,8887.4,28884.06,0.0,28884.06,0.0,0.0,0.0,0.0,28884.06,3.2500011251884686,0.0,0.0,-603.09,28280.97,19854.23,0.0,9029.83,485.84,405.37,725.67,6809.86,2374.53,1474.84,233.22,405.69,219.84,2101.74,443.49,1159.36,558.92,-60.03,-60.03,1388.82,-1448.85,PETG-G10F22-T52-GC-195-50,1318.0,-8.704802551927449
K06,Shrink Sleeve,PVC,146/01,T05,Capsule (TDO),OP,346,75,0.64,1199.32,0.94,477546.3950000001,421.8319444444444,505911.39400000003,232.8038888888889,13745.7,13745.7,49209.61,0.0,49209.61,0.0,0.0,0.0,0.0,49209.61,3.5800002910000948,0.0,0.0,-3208.09,46001.52,24783.49,0.0,24426.12,297.93,21.45,2411.32,18487.33,5409.95,4778.03,1747.48,2594.42,675.87,3281.58,685.91,1793.14,864.46,-61.93,-61.93,1746.96,-1808.89,PVC-146/01-T05-OP-346-75,1319.0,-5.4034270790138
E26,Shrink Sleeve,PET,G19F22,T52,Shrink Sleeve,GC,760,45,0.94,1161.57,0.87,26413.725,26.101111111111113,30318.32,1.6561111111111106,75.6,75.6,347.76,0.0,347.76,0.0,0.0,0.0,0.0,347.76,4.6,0.0,0.0,0.0,347.76,210.86,0.0,136.9,0.01,0.56,21.72,114.61,18.11,125.53,3.83,8.88,2.91,-44.65,3.77,9.86,4.75,-63.03,-63.03,26.35,-89.38,PETG-G19F22-T52-GC-760-45,1320.0,-968.4359404761905
K40,Dec. Surfaces/others,PVC,252/01,ZZZ,2D Uni,OP,1630,160,0.99,958.41,0.85,231192.2,284.96972222222223,273119.1,1.6572222222222224,5417.0,5417.0,14261.69,0.0,14261.69,0.0,0.0,0.0,0.0,14261.69,2.6327653682850287,0.0,0.0,-469.44,13792.25,10101.63,0.0,4160.06,0.0,36.85,349.31,3304.46,524.84,626.13,310.68,336.76,145.16,1360.89,286.99,797.22,340.68,-64.0,-64.0,182.98,-246.98,PVC-252/01-ZZZ-OP-1630-160,1321.0,-11.323285951633745
E27,Shrink Sleeve,PET,G10T22,T38,Shrink Sleeve,GC,330,50,0.95,1222.63,0.99,856246.4529999999,707.5586111111112,865083.4529999999,36.16722222222222,546.0,546.0,4042.9,0.0,4042.9,0.0,-80.86,0.0,-40.43,3921.61,7.182435897435898,0.0,0.0,-65.06,3856.55,3548.18,0.0,373.43,20.7,1.07,18.14,268.46,4.21,191.95,0.74,4.13,0.0,67.43,27.25,71.23,34.33,-65.38,-65.38,26.53,-91.91,PETG-G10T22-T38-GC-330-50,1322.0,-146.40210512820514
K10,Cards Core,PVC,146/19,ZZZ,Cards Core,BK,1010,300,1.0,729.02,0.83,38920.0,64.6213888888889,47110.186,0.0,63.7,63.7,243.2,0.0,243.2,0.0,0.0,0.0,0.0,243.2,3.817896389324961,0.0,0.0,-13.29,229.91,129.64,0.0,113.56,2.0,1.3,15.73,81.24,39.48,52.05,13.81,19.7,4.46,-48.26,2.36,11.12,4.0,-65.74,-65.74,7.04,-72.78,PVC-146/19-ZZZ-BK-1010-300,1323.0,-752.3669513343798
E27,Shrink Sleeve,PET,G10F12,T45,Shrink Sleeve,GC,335,65,0.62,1414.01,0.99,881368.022,626.9319444444445,886486.022,391.60555555555567,56.0,56.0,182.0,0.0,182.0,0.0,0.0,0.0,0.0,182.0,3.25,0.0,0.0,-13.12,168.88,114.16,0.0,67.84,0.01,0.49,10.34,43.88,15.81,76.15,1.43,3.7,1.29,-54.5,2.79,7.31,3.52,-68.12,-68.12,16.54,-84.66,PETG-G10F12-T45-GC-335-65,1324.0,-1720.0421642857143
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,WH,358,150,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,630.8,630.8,1548.71,0.0,1548.71,0.0,-30.97,0.0,0.0,1517.74,2.4060558021559935,0.0,0.0,-56.59,1461.15,781.52,0.0,736.22,12.98,0.37,71.56,594.72,179.19,142.02,66.19,82.66,27.34,97.32,33.42,92.83,39.67,-68.6,-68.6,55.91,-124.51,PVC-225/05-ZZZ-WH-358-150,1325.0,-112.77348446417248
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),OP,660,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,876.5,876.5,3216.99,0.0,3216.99,0.0,0.0,0.0,0.0,3216.99,3.6702681118083285,-21.07,0.0,-21.07,3195.92,1929.54,0.0,1287.45,18.22,0.73,161.29,1086.14,308.53,306.48,115.48,167.36,45.03,143.26,43.74,114.34,55.12,-69.94,-69.94,108.78,-178.72,PVC-146/19-T05-OP-660-75,1326.0,-90.19187906446092
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,340,40,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,1109.5,1109.5,4251.19,0.0,4251.19,0.0,0.0,0.0,0.0,4251.19,3.831626858945471,0.0,0.0,-150.25,4100.94,2394.39,0.0,1856.8,54.61,2.33,204.07,1445.54,441.8,654.55,26.82,68.65,55.13,198.59,55.36,144.73,69.77,-71.27,-71.27,332.9,-404.17,PETG-G10F22-T52-GC-340-40,1327.0,-82.78368616493916
E27,Shrink Sleeve,PET,G10F12,T45,Shrink Sleeve,TR,350,65,0.62,1414.01,0.99,881368.022,626.9319444444445,886486.022,391.60555555555567,537.9,537.9,1855.76,0.0,1855.76,0.0,0.0,0.0,-64.55,1791.21,3.3300055772448416,0.0,0.0,-127.63,1663.58,1104.12,0.0,687.09,31.35,1.12,67.24,459.75,147.44,201.52,8.54,24.19,19.04,59.02,26.84,70.17,33.83,-71.82,-71.82,110.7,-182.52,PETG-G10F12-T45-TR-350-65,1328.0,-188.79754266592303
K40,Dec. Surfaces/others,PVC,252/29,ZZZ,2D Uni,WH,1360,140,1.0,769.23,0.85,169564.90000000002,259.40916666666664,199546.6,1.1411111111111112,1266.0,1266.0,3184.13,0.0,3184.13,-31.62,-112.54,0.0,-189.15,2850.82,2.2518325434439177,0.0,0.0,-115.25,2735.57,1658.67,0.0,1192.15,0.0,12.49,124.07,940.34,191.77,210.7,110.41,116.2,52.44,258.82,67.07,186.32,79.62,-74.19,-74.19,64.57,-138.76,PVC-252/29-ZZZ-WH-1360-140,1329.0,-45.07833625592417
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,575,45,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,3158.2,3158.2,10422.06,0.0,10422.06,0.0,0.0,0.0,0.0,10422.06,3.3,0.0,0.0,-291.27,10130.79,5732.06,0.0,4690.0,317.05,13.85,527.97,3539.86,634.12,1356.75,270.5,502.48,83.43,692.58,157.59,411.99,198.62,-75.62,-75.62,331.8,-407.42,PVC-148/07-T35-GC-575-45,1330.0,-25.13858584003547
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),OP,330,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,475.4,475.4,1849.31,0.0,1849.31,0.0,0.0,0.0,0.0,1849.31,3.890008413967185,0.0,0.0,-45.04,1804.27,1016.62,0.0,832.69,7.13,0.29,108.17,672.06,213.71,199.75,77.4,111.51,30.74,38.95,23.72,62.02,29.9,-76.69,-76.69,73.98,-150.67,PVC-146/19-T05-OP-330-75,1331.0,-182.33636306268406
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,1310,50,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,1327.8,1327.8,4315.35,0.0,4315.35,0.0,0.0,0.0,0.0,4315.35,3.25,0.0,0.0,-203.19,4112.16,2777.29,0.0,1538.06,160.98,1.92,136.85,1035.12,342.9,329.22,21.43,53.58,41.82,246.17,66.26,173.21,83.51,-76.81,-76.81,229.52,-306.33,PETG-G10F22-T38-GC-1310-50,1332.0,-41.70751762313602
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,450,50,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,1364.7,1364.7,4776.45,0.0,4836.87,0.0,0.0,0.0,-62.41,4774.46,3.4985418040595,0.0,0.0,-303.12,4471.34,2825.94,0.0,1948.52,165.84,1.44,186.53,1291.59,450.51,440.02,26.93,67.16,56.55,250.42,68.1,178.02,85.83,-81.53,-81.53,309.29,-390.82,PETG-G10F22-T38-GC-450-50,1333.0,-43.07343350186854
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,1385,155,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,523.0,523.0,1336.25,0.0,1336.25,-37.4,-46.37,0.0,-77.93,1174.55,2.245793499043977,0.0,0.0,-35.42,1139.13,660.58,0.0,513.97,0.0,4.31,62.53,411.71,99.9,109.74,57.92,60.89,27.53,55.73,27.71,76.97,32.89,-81.84,-81.84,33.72,-115.56,PVC-225/05-ZZZ-OP-1385-155,1334.0,-162.27009866156789
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,WH,620,250,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,17370.0,17370.0,48750.6,0.0,48750.6,0.0,0.0,0.0,0.0,48750.6,2.8065975820379965,0.0,0.0,-3260.0,45490.6,26259.6,0.0,22491.0,729.88,68.56,1692.59,16739.97,4011.0,4400.3,1343.99,1847.35,455.0,4682.33,642.69,3032.45,1092.4,-85.21,-85.21,625.33,-710.54,PVC-230/18-ZZZ-WH-620-250,1335.0,-4.462266683937823
K40,Dec. Surfaces/others,PVC,252/29,ZZZ,2D Drawer Wrapping Uni,OP,225,120,1.0,769.23,0.85,169564.90000000002,259.40916666666664,199546.6,1.1411111111111112,600.3,600.3,1684.8,0.0,1684.8,0.0,0.0,0.0,0.0,1684.8,2.8065967016491755,0.0,0.0,-75.71,1609.09,746.89,0.0,937.91,45.57,1.67,90.58,724.38,231.28,200.11,79.69,108.04,32.91,72.35,31.8,88.35,37.75,-85.55,-85.55,73.97,-159.52,PVC-252/29-ZZZ-OP-225-120,1336.0,-109.62456521739131
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,WH,485,200,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.97,-7.97,-11.24,0.0,11.24,0.01,0.49,6.03,-3.26,33.49,22.22,2.87,10.43,0.0,-72.27,1.85,8.73,3.14,-85.99,-85.99,7.0,-92.99,PVC-230/18-ZZZ-WH-485-200,1337.0,-1564.381674
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,385,50,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,4709.6,4709.6,13893.32,0.0,13893.32,0.0,0.0,0.0,0.0,13893.32,2.95,0.0,0.0,-547.35,13345.97,6958.95,0.0,6934.37,106.48,15.07,778.51,5486.96,1270.54,1900.91,382.44,768.63,109.05,1055.39,235.01,614.37,296.19,-90.18,-90.18,562.48,-652.66,PVC-147/07-T25-GC-385-50,1338.0,-20.516064888737898
K06,Shrink Sleeve,PVC,146/01,T05,Capsule (TDO),GC,276,75,0.64,1199.32,0.94,477546.3950000001,421.8319444444444,505911.39400000003,232.8038888888889,514.0,514.0,1595.92,0.0,1595.92,0.0,0.0,0.0,0.0,1595.92,3.1049027237354085,0.0,0.0,-85.37,1510.55,686.19,0.0,909.73,9.36,1.81,103.96,709.23,254.06,248.34,48.56,113.05,11.1,34.12,25.65,67.05,32.32,-90.9,-90.9,93.47,-184.37,PVC-146/01-T05-GC-276-75,1339.0,-212.0976420233463
K06,Shrink Sleeve,PVC,148/05,T30,Shrink Sleeve,GC,290,45,0.84,1166.43,0.96,1406446.2790000003,1250.1388888888891,1458195.2690000003,245.61055555555555,1225.0,1225.0,3736.25,0.0,3736.25,0.0,0.0,0.0,0.0,3736.25,3.05,0.0,0.0,-63.08,3673.17,2102.31,0.0,1633.94,61.23,52.45,220.89,1236.29,427.64,171.18,178.98,219.11,35.5,203.88,61.13,159.8,77.04,-94.09,-94.09,149.45,-243.54,PVC-148/05-T30-GC-290-45,1340.0,-89.59134587755102
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),OP,220,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,1002.1,1002.1,3477.29,0.0,3477.29,0.0,0.0,0.0,0.0,3477.29,3.4700029937132024,0.0,0.0,-340.93,3136.36,1595.98,0.0,1881.31,17.06,1.33,185.89,1336.1,470.89,361.46,114.83,201.27,38.52,149.13,50.0,130.72,63.02,-94.61,-94.61,148.83,-243.44,PVC-146/19-T05-OP-220-75,1341.0,-106.71358447260751
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,665,50,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,2269.5,2269.5,7375.88,0.0,7375.88,0.0,0.0,0.0,0.0,7375.88,3.2500022031284423,0.0,0.0,-395.31,6980.57,4655.27,0.0,2720.61,557.18,4.32,186.1,1577.7,491.94,458.47,32.27,81.61,57.69,455.72,113.25,296.06,142.73,-96.32,-96.32,317.88,-414.2,PETG-G10F22-T38-GC-665-50,1342.0,-30.599584401850628
K18,Cards Overlay,PVC,278/01,H140,Cards Coated Overlay-WF,GC,550,100,1.0,882.02,0.98,202306.0,234.72361111111113,207030.0,0.0008333333333333334,520.0,520.0,3655.6,0.0,3655.6,0.0,0.0,0.0,0.0,3655.6,7.03,0.0,0.0,-119.93,3535.67,1684.31,0.0,1971.29,10.45,6.16,240.06,1594.69,508.94,677.8,152.52,181.9,30.02,43.51,19.24,90.78,32.7,-99.21,-99.21,188.1,-287.31,PVC-278/01-H140-GC-550-100,1343.0,-168.27923884615382
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,WH,1450,150,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,3672.9,3672.9,8323.0,0.0,8323.0,0.0,-166.47,0.0,0.0,8156.53,2.2207329358272756,0.0,0.0,-415.71,7740.82,4253.83,0.0,3902.7,423.87,2.97,271.42,2788.73,622.17,563.77,294.38,312.27,129.47,866.67,194.59,540.54,230.99,-99.45,-99.45,180.13,-279.58,PVC-225/05-ZZZ-WH-1450-150,1344.0,-28.078263905905416
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,368,40,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,1497.5,1497.5,5226.28,0.0,5226.28,0.0,0.0,0.0,-156.79,5069.49,3.3853021702838064,0.0,0.0,-144.63,4924.86,3358.1,0.0,1711.39,122.77,2.41,221.99,1219.59,346.23,329.92,71.76,150.08,58.25,263.35,74.73,195.35,94.18,-100.91,-100.91,231.13,-332.04,PETG-G10F22-T52-GC-368-40,1345.0,-86.84257322203672
K06,Shrink Sleeve,PVC,145/01,T02,Shrink Sleeve,GC,464,70,0.95,1270.8,0.95,821971.0649999997,682.0386111111112,866737.0639999998,39.206944444444446,707.4,707.4,2100.98,0.0,2100.98,0.0,0.0,0.0,-84.04,2016.94,2.851201583262652,0.0,0.0,-115.87,1901.07,900.8,0.0,1116.14,25.61,3.09,139.31,832.26,184.01,350.14,70.98,135.41,21.6,70.12,35.3,92.28,44.49,-101.95,-101.95,95.33,-197.28,PVC-145/01-T02-GC-464-70,1346.0,-183.14681933842238
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,TR,345,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,177.1,177.1,575.58,0.0,575.58,0.0,0.0,0.0,-21.25,554.33,3.1300395256916995,0.0,0.0,-41.7,512.63,330.49,0.0,223.84,6.74,0.8,36.76,137.84,46.29,91.93,18.65,35.06,5.75,-59.84,8.84,23.1,11.14,-102.92,-102.92,24.07,-126.99,PVC-148/07-T35-TR-345-50,1347.0,-610.1337029926597
K18,Cards Overlay,PVC,278/01,H140,Cards Coated Overlay-WF,TR,510,80,1.0,882.02,0.98,202306.0,234.72361111111113,207030.0,0.0008333333333333334,505.8,505.8,3712.57,0.0,3712.57,0.0,0.0,0.0,0.0,3712.57,7.339996045867933,0.0,0.0,-100.23,3612.34,1298.37,758.7,1655.5,0.0,3.96,223.59,1327.72,397.48,593.38,144.84,154.42,13.96,23.64,34.71,61.74,31.81,-104.62,-104.62,179.93,-284.55,PVC-278/01-H140-TR-510-80,1348.0,-182.4375887702649
